year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2015,512838,Braxton Miller,Ohio State,0.534,19.746
2015,512913,Jacob Huesman,Chattanooga,0.21,4.203
2015,512983,Mark Iannotti,Southern Illinois,0.892,28.555
2015,513034,Tre Roberson,Illinois State,-0.419,-6.699
2015,513329,Cody Kessler,USC,0.334,160.749
2015,513330,Max Wittek,Hawai'i,-0.094,-23.064
2015,513603,Malik Stokes,Norfolk State,-0.316,-0.631
2015,513614,Joe Licata,Buffalo,0.252,106.42
2015,513615,Tony Daniel,Buffalo,0.455,2.275
2015,513787,Joe Minden,Lamar,0.713,8.551
2015,513877,John Robertson,Villanova,0.086,3.111
2015,514078,Tamyn Garrick,Presbyterian,-0.076,-3.213
2015,514105,Daxx Garman,Maryland,-0.174,-3.996
2015,514124,Jake Coker,Alabama,0.328,136.451
2015,514230,Joel Stave,Wisconsin,0.26,99.446
2015,514286,Drew Kummer,Miami (OH),0.241,30.63
2015,514440,Terrel Hunt,Syracuse,-1.61,-3.22
2015,514481,Michael Brewer,Virginia Tech,0.286,65.592
2015,514617,Kyle Pohl,Akron,0.053,1.471
2015,514651,Josh Woodrum,Liberty,0.414,26.501
2015,514737,Kendal Thompson,Utah,0.319,11.787
2015,514894,Driphus Jackson,Rice,0.27,86.452
2015,515147,Andrew McNulty,North Texas,-0.062,-10.847
2015,515301,Kyren Poe,Northern Arizona,0.042,0.637
2015,515409,Everett Golson,Florida State,0.451,106.002
2015,515503,Alex Kuresa,Portland State,0.393,14.149
2015,515648,Sawyer Kollmorgen,Northern Iowa,-0.182,-1.453
2015,515906,Phillip Ely,Toledo,0.392,145.465
2015,515915,Brandon Allen,Arkansas,0.547,208.557
2015,516347,Marquise Williams,North Carolina,0.335,124.391
2015,516357,Kevin Hogan,Stanford,0.481,154.723
2015,516783,Jarod Neal,UT Martin,0.329,22.044
2015,517034,Vad Lee,James Madison,0.437,14.41
2015,517127,Trevone Boykin,TCU,0.49,198.147
2015,517210,Jerrard Randall,Arizona,0.143,13.763
2015,517211,Stephen Rivers,Northwestern State,-0.097,-0.871
2015,517248,Joe Hubener,Kansas State,0.163,47.568
2015,517393,Mike Bercovici,Arizona State,0.266,148.777
2015,517400,Michael Eubank,Samford,-0.145,-1.596
2015,517427,Maxwell Smith,San Diego State,0.292,62.005
2015,517960,Dallas Tidwell,Troy,0.101,5.446
2015,518132,Jordy Joseph,Tulane,0.278,25.832
2015,518239,Austin Brown,Charleston Southern,-0.186,-3.346
2015,518271,Blake Frohnapfel,Massachusetts,0.081,40.072
2015,518323,Zack Oliver,Northwestern,-0.051,-2.952
2015,518380,Jake Rudock,Michigan,0.346,140.347
2015,518424,Johnathan Williams,Grambling,-0.939,-22.526
2015,518526,Adam Schulz,Houston,0.403,5.242
2015,519055,Trey Anderson,Florida International,0.367,6.603
2015,519805,De'Auntre Smiley,Prairie View A&M,-0.289,-2.314
2015,519812,Garrett Krstich,SMU,-2.557,-5.115
2015,521060,Quentin Williams,Bethune-Cookman,-0.62,-7.44
2015,529363,Kieran McDonagh,Portland State,0.143,0.429
2015,529534,Hayden Alford,VMI,3.568,3.568
2015,529954,Connor Frazier,Towson,0.196,6.087
2015,529984,Steve Cluley,William & Mary,0.048,1.89
2015,530002,Chris McCormick,New Hampshire,-0.782,-2.345
2015,530080,Kwashaun Quick,North Carolina A&T,0.087,1.564
2015,530299,Sean Maguire,Florida State,0.326,62.202
2015,530328,Tyler Cameron,Florida Atlantic,0.367,11.751
2015,530450,Chad Voytik,Pittsburgh,-0.303,-8.495
2015,530478,Thomas Sirk,Duke,0.226,98.768
2015,530521,Greyson Lambert,Georgia,0.371,98.347
2015,530541,Brenden Motley,Virginia Tech,0.214,38.233
2015,530568,Keenan Reynolds,Navy,0.444,57.265
2015,530691,Cameron Coffman,Wyoming,0.246,63.704
2015,530731,Mitch Leidner,Minnesota,0.27,113.543
2015,530875,Jeff Lockie,Oregon,-0.168,-17.847
2015,530931,Faton Bauta,Georgia,-0.103,-3.389
2015,530943,Jalen Whitlow,Eastern Illinois,-0.752,-16.547
2015,530944,Patrick Towles,Kentucky,0.114,40.261
2015,531051,Travis Wilson,Utah,0.191,63.71
2015,531056,Connor Brewer,Virginia,0.178,1.601
2015,531071,Trey Holtz,Texas,NA,0
2015,531104,Justin Thomas,Georgia Tech,0.215,40.792
2015,531232,Tyler Matthews,Southern Miss,0.805,6.44
2015,531259,Mike Fafaul,UCLA,0.871,1.742
2015,531316,Ryan Higgins,Louisiana Tech,-0.145,-3.489
2015,531385,Maty Mauk,Missouri,0.125,14.076
2015,531430,Jalen Nixon,Louisiana,0.023,3.224
2015,531455,Cooper Rush,Central Michigan,0.333,159.043
2015,531589,Austin Grammer,Middle Tennessee,0.298,6.259
2015,531678,Brooks Haack,Louisiana,0.204,43.507
2015,531755,Nick Patti,UCF,0.068,2.042
2015,531801,James Knapke,Bowling Green,0.382,7.649
2015,532065,Nathan Peterman,Pittsburgh,0.285,94.873
2015,532113,Matt Davis,SMU,0.14,51.393
2015,532173,Devin Powell,Tulane,0.025,0.918
2015,532273,Dane Evans,Tulsa,0.361,187.479
2015,532323,Evan Jacks,Wofford,0.843,10.96
2015,532433,JD Sprague,Ohio,0.207,25.071
2015,532440,Greg Windham,Ohio,-0.064,-2.622
2015,532480,Drew Hare,Northern Illinois,0.31,82.776
2015,532645,Zach Terrell,Western Michigan,0.4,156.595
2015,532669,Kyle Romano,Eastern Kentucky,-0.741,-1.483
2015,532684,Craig Leonard,Colorado State,NA,0
2015,532795,Jared Davis,Tennessee Tech,0.59,16.514
2015,532925,Kevin Ellison,Georgia Southern,-0.054,-4.961
2015,532976,Ikaika Woolsey,Hawai'i,0.087,13.425
2015,533122,Troy Mitchell,Western Carolina,-0.03,-1.392
2015,533146,Reese Hannon,Furman,-0.145,-7.829
2015,533182,Ryker Fyfe,Nebraska,0.467,26.595
2015,533270,Tommy Armstrong Jr.,Nebraska,0.241,98.09
2015,533373,Tuskani Figaro,Nicholls,-0.025,-1.031
2015,533490,Hunter Taylor,Stephen F. Austin,-1.183,-11.826
2015,533604,Michael Birdsong,Marshall,-0.126,-10.616
2015,533619,Dan Collins,Maine,-0.132,-7.539
2015,533818,Jadrian Clark,Weber State,-0.24,-8.883
2015,533916,Ben Scott,UC Davis,0.328,23.587
2015,534019,Chris Andrews,Wagner,-0.126,-2.14
2015,534259,Gunner Kiel,Cincinnati,0.41,131.943
2015,534294,Cardale Jones,Ohio State,0.304,54.98
2015,534317,Perry Hills,Maryland,-0.105,-20.312
2015,534328,Caleb Rowe,Maryland,0.093,15.512
2015,534449,Trevor Knight,Oklahoma,0.369,15.512
2015,534491,Ford Childress,Fresno State,-0.443,-15.499
2015,534580,Chad Kelly,Ole Miss,0.427,200.984
2015,534652,Wes Lunt,Illinois,0.114,56.314
2015,534703,Jordan West,Eastern Washington,0.438,15.318
2015,534770,Austin Appleby,Purdue,0.136,29.29
2015,534813,Bart Houston,Wisconsin,0.121,6.068
2015,534849,Paxton Lynch,Memphis,0.4,183.127
2015,534863,Austin Apodaca,New Mexico,0.118,12.366
2015,534927,Moses Skillon,Morgan State,-0.144,-4.324
2015,535113,David Washington,Old Dominion,0.259,47.619
2015,535454,Tucker Tuberville,Auburn,NA,0
2015,535461,Gunnar Holcombe,Marshall,0.037,0.112
2015,535511,Seth Russell,Baylor,0.643,129.878
2015,535548,Matt Johns,Virginia,0.27,112.414
2015,535578,Tyler O'Connor,Michigan State,0.015,0.412
2015,535646,A.J. Schurr,Army,0.296,9.465
2015,535722,Bennie Coney,Eastern Kentucky,-0.047,-2.516
2015,535735,Trenton Norvell,Western Illinois,-0.586,-11.142
2015,535825,Nate Sudfeld,Indiana,0.439,178.084
2015,535844,C.J. Beathard,Iowa,0.34,130.497
2015,535983,Zach Conque,Stephen F. Austin,-0.747,-15.684
2015,536228,Tyler Stewart,Nevada,0.258,89.169
2015,536503,Tyler Stehling,Rice,-0.04,-2.065
2015,537012,Nick Schuessler,Clemson,0.196,4.702
2015,537200,Eli Jenkins,Jacksonville State,0.127,5.699
2015,537229,Malcolm Bell,North Carolina Central,-0.125,-4.255
2015,537551,LaMontiez Ivy,Jackson State,-0.073,-3.137
2015,537658,Dontrinell Scott,Mississippi Valley State,0.685,4.796
2015,537695,Trey Green,Prairie View A&M,0.238,9.501
2015,537722,Conner Sullivan,USC,NA,0
2015,537987,Ryan Saeger,South Dakota,0.112,3.569
2015,538084,Brodie Lambert,Missouri State,-0.358,-11.826
2015,538156,Fredi Knighten,Arkansas State,0.211,56.909
2015,538378,Esayah Obado,Delaware State,-0.215,-2.793
2015,538456,Jared Johnson,Sam Houston,-0.169,-4.907
2015,539215,Steven Bench,South Florida,0.364,8.01
2015,540215,Carson Royal,Florida A&M,-0.254,-3.05
2015,545221,Parker Boehme,Duke,0.126,10.358
2015,545238,Mitch Trubisky,North Carolina,1.161,55.719
2015,545284,Austin Wilson,Syracuse,0.14,1.257
2015,545334,Kolney Cassel,Sacramento State,0.542,1.626
2015,545364,Nic Shimonek,Texas Tech,0.617,1.234
2015,545417,Montell Cozart,Kansas,0.265,28.831
2015,545502,Zach Allen,TCU,0.874,0.874
2015,545552,Greg Ward Jr.,Houston,0.376,138.008
2015,545559,Kyle Bolin,Louisville,0.2,29.366
2015,545624,J.T. Barrett,Ohio State,0.129,19.319
2015,545636,D.J. Crook,UAlbany,0.128,2.827
2015,545683,Brent Stockstill,Middle Tennessee,0.404,200.712
2015,545757,Tanner Lee,Tulane,0.127,37.176
2015,545796,Tanner Mangum,BYU,0.24,112.899
2015,545874,Hayden Rettig,Rutgers,0.464,12.054
2015,545941,Cameron Birse,Arkansas State,1.187,4.746
2015,546005,Jack Milas,Ball State,0.066,4.395
2015,546062,Aaron Bailey,Northern Iowa,-0.141,-3.376
2015,546104,Mack Leftwich,UTEP,0.312,49.859
2015,546145,Brandon Silvers,Troy,0.338,114.544
2015,546184,Johnny McCrary,Vanderbilt,-0.012,-3.275
2015,546267,Nick Stevens,Colorado State,0.303,108.483
2015,546288,Ryan Finley,Boise State,-0.041,-3.08
2015,546338,Brendan Langley,Lamar,2.618,2.618
2015,546345,Brice Ramsey,Georgia,-0.005,-0.174
2015,546359,Cooper Bateman,Alabama,0.117,5.493
2015,546415,Max Browne,USC,0.499,5.49
2015,546469,Ryan Burns,Stanford,NA,0
2015,546540,Joshua Dobbs,Tennessee,0.241,87.776
2015,546646,Tra'Von Chapman,Akron,-0.198,-7.136
2015,546675,Tim Boyle,UConn,0.007,0.454
2015,546734,Matt Alviti,Northwestern,-0.229,-0.917
2015,546910,Josh Kraght,Portland State,1.294,1.294
2015,546921,Daniel Kniffin,Sacramento State,0.19,6.663
2015,547206,Austin Allen,Arkansas,0.753,2.258
2015,547303,Stephon Masha,Liberty,-0.438,-0.438
2015,547338,Tyrone Swoopes,Texas,0.077,7.415
2015,547343,Karson Roberts,Air Force,0.45,68
2015,547401,Jared Goff,California,0.422,232.244
2015,547410,Al Cobb,VMI,0.653,30.678
2015,547511,Matt Adam,Indiana State,-0.078,-3.193
2015,547549,Chris Laviano,Rutgers,0.243,79.557
2015,547603,Jake Hall,UCLA,-0.015,-0.015
2015,547756,Jake Melville,Colgate,0.174,4.525
2015,547796,Lenorris Footman,Alcorn State,0.131,0.915
2015,548142,Connor Mitch,South Carolina,-0.063,-1.897
2015,548144,Perry Orth,South Carolina,0.283,77.793
2015,548240,Tyler Jones,Texas State,0.13,46.083
2015,548447,Taylor Lamb,App State,0.481,136.544
2015,548475,Alejandro Bennifield,Chattanooga,-0.168,-1.175
2015,548643,Kyle Lauletta,Richmond,0.091,3.01
2015,548839,Trent Brittain,Incarnate Word,-0.115,-4.494
2015,548897,Taylor Reed,Central Arkansas,0.144,3.877
2015,549301,Favian Upshaw,Georgia Southern,-0.064,-3.068
2015,549717,J.D. Almond,Northwestern State,0.311,4.355
2015,549759,P.J. Walker,Temple,0.244,109.113
2015,549956,Bryant Shirreffs,UConn,0.17,52.248
2015,550019,Jeremy Johnson,Auburn,0.289,47.077
2015,550114,Ryan Buchanan,Ole Miss,0.051,0.665
2015,550268,Jordan Gehrke,Colorado,-0.009,-0.243
2015,550278,Sefo Liufau,Colorado,0.3,95.674
2015,550339,Nick Holley,Kent State,0.649,5.19
2015,550357,Thomas Woodson,Akron,0.258,76.823
2015,550373,Baker Mayfield,Oklahoma,0.434,185.722
2015,550386,Davis Webb,Texas Tech,0.233,9.557
2015,550448,Jesse Ertz,Kansas State,NA,0
2015,550477,Damion Terry,Michigan State,-0.428,-3.425
2015,550504,Cody Thomas,Oklahoma,-1.347,-4.041
2015,550539,Jake Hubenak,Texas A&M,0.015,1.198
2015,550587,Zack Greenlee,Fresno State,-0.064,-10.733
2015,550629,Luke Falk,Washington State,0.29,195.163
2015,550873,Greg Hankerson,Norfolk State,0.096,8.963
2015,550876,Jaquez Johnson,Florida Atlantic,0.113,28.243
2015,550967,Malik Zaire,Notre Dame,0.604,25.385
2015,551028,Lamar Jordan,New Mexico,0.306,38.508
2015,551184,Justin Holman,UCF,0.024,6.232
2015,551222,Tago Smith,Navy,-0.239,-0.718
2015,551230,Kurt Palandech,UNLV,-0.032,-5.505
2015,551351,Taylor Alie,Oregon,0.008,0.122
2015,551394,Parker McKenzie,Abilene Christian,-0.05,-1.592
2015,551552,Troy Cook,UT Martin,0.362,1.808
2015,551918,Lee McNeill,Charlotte,-0.152,-30.744
2015,551918,Lee McNeill,Charlotte,-0.152,-30.744
2015,552097,Anu Solomon,Arizona,0.335,115.232
2015,552240,Trey Taylor,Austin Peay,-0.28,-15.676
2015,552329,Christian Hackenberg,Penn State,0.155,61.422
2015,552353,Tim DiGiorgio,Temple,NA,0
2015,552518,Jarin Morikawa,Jackson State,0.023,0.023
2015,552549,Brandon Goodson,Wofford,-0.286,-1.145
2015,552663,Kevin Anderson,Fordham,0.666,17.329
2015,552712,Nolan Genovese,Middle Tennessee,-0.176,-0.176
2015,552746,Michael Julian,Toledo,1.038,7.265
2015,552782,Brogan Roback,Eastern Michigan,0.26,91.662
2015,552880,Nick Mullens,Southern Miss,0.431,232.662
2015,553188,Deonte Shorts,Southern,-0.387,-3.865
2015,553235,Matt Linehan,Idaho,0.217,82.18
2015,553532,Kyle Postma,Houston,0.43,33.111
2015,554528,Nate Romine,Air Force,0.365,6.572
2015,556261,Kyle Copeland,Charleston Southern,0.099,1.681
2015,558000,Evan Wilson,South Florida,NA,0
2015,558337,Nick Fitzgerald,Mississippi State,1.076,15.07
2015,559492,P.J. Blazejowski,Furman,0.277,1.108
2015,559547,Jack Kwiatkowski,Eastern Illinois,-2.145,-2.145
2015,559556,Will Grier,Florida,0.311,53.531
2015,559621,Drew Barker,Kentucky,0.015,1.126
2015,559650,Elijah Staley,Mississippi State,0.422,2.111
2015,559681,Kyle Allen,Texas A&M,0.274,82.096
2015,559751,Brandon Harris,LSU,0.333,96.571
2015,3115912,Chayce Crouch,Illinois,0.038,1.382
2015,3115966,Wilton Speight,Michigan,-0.116,-2.896
2015,3116144,Clayton Thorson,Northwestern,0.095,29.642
2015,3116172,Trace McSorley,Penn State,0.158,6.49
2015,3116188,David Blough,Purdue,0.053,16.496
2015,3116407,Mason Rudolph,Oklahoma State,0.419,189.132
2015,3116417,Foster Sawyer,TCU,-0.211,-6.331
2015,3116420,Grayson Muehlstein,TCU,NA,0
2015,3116460,Skyler Howard,West Virginia,0.209,90.32
2015,3116614,Matthew Jordan,Georgia Tech,0.205,2.257
2015,3116678,Caleb Henderson,North Carolina,-0.843,-0.843
2015,3116715,Jalan McClendon,NC State,-0.178,-2.666
2015,3117245,Keller Chryst,Stanford,0.641,6.412
2015,3118441,Jake Kolbe,Illinois State,0.618,9.267
2015,3119292,Reilly Hennessey,Eastern Washington,0.285,5.981
2015,3119431,Keaton Studsrud,North Dakota,0.337,8.099
2015,3120055,Brooks Barden,Charlotte,-0.234,-27.371
2015,3120055,Brooks Barden,Charlotte,-0.234,-27.371
2015,3120280,Trey Wheeler,San Diego,-0.617,-7.405
2015,3120540,Drew Belcher,Maine,0.045,0.589
2015,3120656,Eli Dunne,Northern Iowa,-0.105,-0.84
2015,3120893,Quinn Billerman,North Carolina Central,-0.216,-7.137
2015,3120969,C.J. Spencer,UC Davis,-0.038,-0.076
2015,3121226,Cody Williams,Monmouth,-0.179,-6.266
2015,3121291,Ben Cheek,Presbyterian,0.014,0.041
2015,3121585,Sean White,Auburn,0.346,56.412
2015,3121628,Sean McGuire,Western Illinois,-0.012,-0.071
2015,3121647,Treon Harris,Florida,0.119,30.997
2015,3122157,Wade Freebeck,Vanderbilt,0.261,1.563
2015,3122424,Taylor Cornelius,Oklahoma State,-0.836,-5.85
2015,3122595,Cole Webb,California,NA,0
2015,3122602,Cade Apsay,Colorado,0.087,8.857
2015,3122713,Jason Driskel,Florida Atlantic,0.034,5.437
2015,3122755,Price Wilson,Louisiana Tech,-0.12,-0.359
2015,3122790,Darius Wade,Boston College,0.286,12.862
2015,3122840,Deshaun Watson,Clemson,0.429,214.123
2015,3122873,Donovan Isom,SE Louisiana,0.199,6.57
2015,3122916,J.J. Cosentino,Florida State,-0.41,-4.918
2015,3122972,Josh Greer,North Texas,-0.626,-15.034
2015,3123047,Malik Rosier,Miami,0.191,11.052
2015,3123048,Brad Kaaya,Miami,0.368,148.503
2015,3123209,Shuler Bentley,Old Dominion,0.025,7.273
2015,3123719,James Tabary,Arkansas State,0.098,10.969
2015,3124037,Dalton Sturm,UTSA,0.062,15.18
2015,3124039,Blake Bogenschutz,UTSA,0.156,22.863
2015,3124092,John Wolford,Wake Forest,0.114,28.946
2015,3124371,Thomas Stuart,Boise State,-0.097,-2.129
2015,3124401,Coleman Key,Colorado State,-0.018,-0.801
2015,3124529,Kilton Anderson,Fresno State,-0.013,-2.153
2015,3124618,Hunter Fralick,Nevada,-0.709,-2.127
2015,3124662,JaJuan Lawson,New Mexico,NA,0
2015,3124698,Ryan Metz,UTEP,0.006,0.847
2015,3124782,Drew Eckels,Western Kentucky,-0.305,-0.609
2015,3124848,Nick Arbuckle,Georgia State,0.442,224.427
2015,3124900,Jake Luton,Idaho,-0.031,-2.652
2015,3124912,Jordan Davis,Louisiana,0.247,11.374
2015,3124944,Garrett Smith,UL Monroe,0.206,73.463
2015,3124971,Nick Jeanty,New Mexico State,-0.009,-0.918
2015,3124981,Tyler Rogers,New Mexico State,0.044,6.35
2015,3125059,Zach Davidson,Kansas State,-1.059,-1.059
2015,3125259,Dallas Davis,South Alabama,-0.12,-3.711
2015,3125304,Malik Watson,San José State,-0.189,-2.836
2015,3125318,Blake Decker,UNLV,0.325,69.769
2015,3125353,Kent Myers,Utah State,0.295,61.66
2015,3125418,Nick Smith,Wyoming,-0.121,-7.997
2015,3125432,Connor White,Texas State,-0.006,-0.279
2015,3125460,Dontreal Pruitt,Troy,-0.067,-2.468
2015,3125767,Chris Merchant,Buffalo,-0.877,-0.877
2015,3125796,Ryan Lamb,Central Michigan,-0.707,-0.707
2015,3125813,Hayden Moore,Cincinnati,0.222,52.575
2015,3125823,Reginald Bell,Eastern Michigan,-0.096,-6.717
2015,3125858,George Bollas,Kent State,-0.069,-9.754
2015,3125927,Ross Comis,Massachusetts,0.241,5.791
2015,3125968,Gus Ragland,Miami (OH),0.435,13.061
2015,3126013,Ryan Graham,Northern Illinois,0.102,11.298
2015,3126164,Jason Connella,East Carolina,NA,0
2015,3126168,Blake Kemp,East Carolina,0.285,109.617
2015,3126207,Clay Holgorsen,Memphis,0.322,6.115
2015,3126304,Tyler Harris,UCF,0.09,5.651
2015,3126487,Michael Scarnecchia,South Carolina,0.39,0.39
2015,3127051,Devlin Hodges,Samford,-0.216,-4.529
2015,3127204,Chase Forrest,California,0.394,7.492
2015,3127261,Peyton Bender,Washington State,-0.005,-0.505
2015,3127291,K.J. Carta-Samuels,Washington,-0.003,-0.083
2015,3127332,Marcus McMaryion,Oregon State,0.095,6.627
2015,3127333,Nick Mitchell,Oregon State,-0.008,-0.918
2015,3127590,Alex Ogle,Boise State,NA,0
2015,3128254,Zander Diamont,Indiana,0.054,1.827
2015,3128413,Darrel Colbert Jr.,SMU,0.446,10.693
2015,3128814,Manny Wilkins,Arizona State,NA,0
2015,3128843,Alex McGough,Florida International,0.163,66.14
2015,3129089,Ahmad Bradshaw,Army,0.546,29.501
2015,3129302,DeShone Kizer,Notre Dame,0.371,130.357
2015,3131252,Ker-Sean Wilson,Savannah St,0.38,3.798
2015,3131432,Damion May,Alabama A&M,0.001,0.01
2015,3131803,Dominique Allen,The Citadel,-0.341,-4.439
2015,3133163,Wes Holcombe,Western Carolina,0.032,0.257
2015,3133993,Brandon Dawkins,Arizona,-0.138,-6.349
2015,3134011,Zach Werlinger,Arizona,NA,0
2015,3134120,Dallas Sealey,Abilene Christian,0.08,1.433
2015,3134572,Danny Cameron,Indiana,0.01,0.168
2015,3138735,Frank Nutile,Temple,2.422,7.265
2015,3139059,Luke Wright,Cincinnati,-0.044,-0.175
2015,3139063,Tanner Gueller,Idaho State,-0.225,-6.969
2015,3139477,Patrick Mahomes,Texas Tech,0.314,186.059
2015,3139486,Payne Sullins,Texas Tech,NA,0
2015,3139591,Quinton Flowers,South Florida,0.27,78.709
2015,3139627,Quantavius Peterson,Mississippi Valley State,-0.841,-11.769
2015,3139898,Lamar Raynard,North Carolina A&T,0.798,3.192
2015,3139921,Christian Chapman,San Diego State,0.419,21.375
2015,3140598,Hunter Wells,Youngstown State,0.109,4.565
2015,3140828,Zach Lujan,South Dakota State,0.436,15.707
2015,3140995,Austin Howard,Southern,-0.013,-0.511
2015,3140998,Tyrell Maxwell,Gardner-Webb,0.215,4.72
2015,3144983,Tyler Wiegers,Iowa,0.652,3.261
2015,3148078,Kalen Johnson,Howard,-0.301,-11.135
2015,3162312,Jarrad Hayes,Southern,0.222,2.438
2015,3722362,Brett Rypien,Boise State,0.334,148.21
2015,3728240,Kelly Bryant,Clemson,0.153,1.225
2015,3728285,Demry Croft,Minnesota,-0.522,-10.447
2015,3886377,Josh Rosen,UCLA,0.327,161.977
2015,3886565,Quinten Dormady,Tennessee,0.228,5.689
2015,3886634,Alex Delton,Kansas State,NA,0
2015,3886812,Jake Browning,Washington,0.287,112.888
2015,3892775,Jarrett Stidham,Baylor,0.6,69.03
2015,3892833,Zack Mahoney,Syracuse,0.016,1.923
2015,3907930,R.J. Nitti,Bucknell,0.198,6.543
2015,3908537,Breck Ruddick,Missouri State,-0.033,-0.819
2015,3910114,Carson Earp,Lamar,0.053,1.014
2015,3910149,Tay Bender,Southeast Missouri State,-0.325,-7.804
2015,3911356,Joel Blumenthal,Northwestern State,-0.17,-2.544
2015,3911396,Jeremiah Briscoe,Sam Houston,0.156,3.743
2015,3911912,Neven Sussman,UAlbany,0.102,0.407
2015,3912052,Joe Walker,Delaware,-0.533,-5.332
2015,3912136,Daniel Thompson,Elon,-0.109,-1.421
2015,3913137,Alex Thomson,Wagner,0.196,4.906
2015,3913273,Paul Mroz,Rhode Island,-0.519,-10.373
2015,3913822,Case Cookus,Northern Arizona,0.832,12.487
2015,3914253,Anthony Lawrence,San Diego,-0.258,-3.616
2015,3914500,DaMarcus Smith,North Texas,-0.061,-13.526
2015,3914864,Kenny Potter,San José State,0.335,99.046
2015,3915317,Billy Bahl,Miami (OH),0.003,0.775
2015,3915468,Riley Neal,Ball State,0.162,64.37
2015,3915776,Kyle Shurmur,Vanderbilt,-0.006,-0.662
2015,3916387,Lamar Jackson,Louisville,0.147,39.662
2015,3916447,Eric Dungey,Syracuse,0.265,49.268
2015,3916725,Tom Flacco,Western Michigan,0.929,9.292
2015,3916786,Luke Langdon,Army,-1.15,-1.15
2015,3916793,Chris Carter,Army,0.913,22.837
2015,3917007,Chad President,Tulsa,-0.604,-3.021
2015,3917315,Kyler Murray,Texas A&M,0.038,4.849
2015,3917810,TaQuon Marshall,Georgia Tech,0.934,5.605
2015,3917958,Ryan Willis,Kansas,0.018,6.006
2015,3918038,Chason Virgil,Fresno State,0.094,5.256
2015,3918298,Josh Allen,Wyoming,0.262,1.572
2015,3918634,Cody Clements,South Alabama,0.155,53.18
2015,3921916,Garrett Anderson,UConn,1.5,5.999
2015,3921966,Tommy Fiedler,Northern Illinois,0.035,1.665
2015,3924327,Drew Lock,Missouri,-0.045,-12.906
2015,3925391,Michael Sanders,Idaho State,0.019,1.365
2015,3926314,David Handler,Savannah St,-0.162,-5.511
2015,3927945,Kenneth Coleman,Florida A&M,-0.085,-2.54
2015,3928742,De'Angelo Ballard,Alabama A&M,-0.143,-3.01
2015,3928970,Deondre Ford,Kansas,-0.101,-2.519
2015,3929050,Bo Schneider,UCF,0.01,1.191
2015,3929728,Justin Alo,SE Louisiana,-0.266,-0.266
2015,3929897,Aaron Banks,Purdue,-0.064,-0.064
2015,3929940,Dwayne Lawson,Virginia Tech,-0.124,-1.119
2015,3931782,Chase Litton,Marshall,0.259,103.224
